Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,year_created,month_created,year_closed,month_closed
68696049,2026-04-16 02:29:43,2026-04-16 10:55:05,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11209,8625 4 AVENUE,4 AVENUE,87 STREET,87 STREET,87 STREET,87 STREET,ADDRESS,BROOKLYN,4 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:55:08 AM,10 BROOKLYN,47.0,Precinct 68,3060450001.0,BROOKLYN,"976,299","165,914",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62206851494,-74.02864142011,POINT (-74.028641420113 40.62206851494),2026,4,2026.0,4.0
68681268,2026-04-16 01:40:20,2026-04-16 17:57:11,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,11201,141 LIVINGSTON STREET,LIVINGSTON STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,LIVINGSTON STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 05:57:14 PM,02 BROOKLYN,33.0,Precinct 84,3001540028.0,BROOKLYN,"987,482","190,898",PHONE,Unspecified,BROOKLYN,,,,,,,,40.69064709463,-73.98834558208,POINT (-73.988345582078 40.690647094627),2026,4,2026.0,4.0
68673732,2026-04-16 01:38:05,2026-04-16 03:03:24,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/16/2026 03:03:31 AM,01 MANHATTAN,1.0,Precinct 5,1001710031.0,MANHATTAN,"983,605","200,302",PHONE,Unspecified,MANHATTAN,,,,,,,,40.71645943176,-74.00232673599,POINT (-74.00232673599 40.716459431763),2026,4,2026.0,4.0
68684211,2026-04-16 01:12:35,2026-04-16 08:21:29,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10107,250 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:21:32 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,203","218,494",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76639057687,-73.98211943675,POINT (-73.982119436751 40.766390576869),2026,4,2026.0,4.0
68682721,2026-04-16 01:04:59,2026-04-16 09:29:48,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10019,254 WEST 57 STREET,WEST 57 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST 57 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:29:50 AM,05 MANHATTAN,6.0,Precinct 18,1010280056.0,MANHATTAN,"989,160","218,518",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76645647464,-73.98227465124,POINT (-73.98227465124 40.766456474641),2026,4,2026.0,4.0
68684205,2026-04-16 00:56:57,2026-04-16 11:07:08,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,House of Worship,11419,135-07 LIBERTY AVENUE,LIBERTY AVENUE,135 STREET,VAN WYCK EXPRESSWAY,135 STREET,VAN WYCK EXPRESSWAY,ADDRESS,SOUTH RICHMOND HILL,LIBERTY AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 11:07:12 AM,09 QUEENS,29.0,Precinct 102,4095030049.0,QUEENS,"1,036,469","191,331",PHONE,Unspecified,QUEENS,,,,,,,,40.69168211729,-73.8116980311,POINT (-73.811698031097 40.691682117295),2026,4,2026.0,4.0
68681272,2026-04-16 00:15:37,2026-04-16 09:30:08,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10016,EAST 33 STREET,EAST 33 STREET,EAST 33 STREET,LEXINGTON AVENUE,EAST 33 STREET,LEXINGTON AVENUE,INTERSECTION,,,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 09:30:11 AM,05 MANHATTAN,4.0,Unspecified,,MANHATTAN,"989,734","210,968",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7457333111,-73.98020864031,POINT (-73.980208640308 40.745733311105),2026,4,2026.0,4.0
68678231,2026-04-15 23:48:53,2026-04-16 02:33:38,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 02:33:45 AM,Unspecified QUEENS,,Unspecified,,QUEENS,"1,031,956","216,267",MOBILE,Unspecified,QUEENS,,,,7,,Roosevelt Av & Pedestrian Walk,Entrance,40.76015071678,-73.82779511764,POINT (-73.827795117641 40.76015071678),2026,4,2026.0,4.0
68673765,2026-04-15 23:48:48,2026-04-16 13:53:27,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,11237,866 HART STREET,HART STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,HART STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:53:30 PM,04 BROOKLYN,37.0,Precinct 83,3032360024.0,BROOKLYN,"1,005,844","195,244",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70255009635,-73.922119286,POINT (-73.922119286002 40.702550096347),2026,4,2026.0,4.0
68678230,2026-04-15 23:48:06,2026-04-16 09:16:42,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10458,2444 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST 187 STREET,EAST 188 STREET,EAST 187 STREET,EAST 188 STREET,ADDRESS,BRONX,TIEBOUT AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 09:16:55 AM,05 BRONX,15.0,Precinct 46,2030220054.0,BRONX,"1,013,146","252,738",MOBILE,Unspecified,BRONX,,,,,,,,40.86033489043,-73.89553670236,POINT (-73.895536702359 40.860334890429),2026,4,2026.0,4.0
68682753,2026-04-15 23:29:17,2026-04-16 12:14:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11216,1324 ATLANTIC AVENUE,ATLANTIC AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:14:27 PM,08 BROOKLYN,36.0,Precinct 77,3012010012.0,BROOKLYN,"998,596","186,436",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6783888887,-73.9482786025,POINT (-73.948278602503 40.678388888704),2026,4,2026.0,4.0
68676742,2026-04-15 23:18:07,2026-04-16 08:27:33,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10458,3 AVENUE,3 AVENUE,3 AVENUE,EAST 189 STREET,3 AVENUE,EAST 189 STREET,INTERSECTION,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 08:27:36 AM,06 BRONX,15.0,Precinct 48,,BRONX,"1,014,358","252,631",ONLINE,Unspecified,BRONX,,,,,,,,40.86003715757,-73.89115562884,POINT (-73.891155628843 40.860037157566),2026,4,2026.0,4.0
68684185,2026-04-15 23:15:20,2026-04-16 03:42:41,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11415,BEVERLY ROAD,BEVERLY ROAD,BEVERLY ROAD,LEFFERTS BOULEVARD,BEVERLY ROAD,LEFFERTS BOULEVARD,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/16/2026 03:42:44 AM,09 QUEENS,29.0,Precinct 102,,QUEENS,"1,031,059","197,139",PHONE,Unspecified,QUEENS,,,,,,,,40.70765395795,-73.83116609986,POINT (-73.831166099859 40.707653957945),2026,4,2026.0,4.0
68675228,2026-04-15 22:58:36,2026-04-15 23:23:04,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10035,164 EAST 122 STREET,EAST 122 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST 122 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 11:23:10 PM,11 MANHATTAN,8.0,Precinct 25,1017700048.0,MANHATTAN,"1,001,349","231,540",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80218321442,-73.93823860811,POINT (-73.938238608107 40.802183214418),2026,4,2026.0,4.0
68684184,2026-04-15 22:46:01,2026-04-16 08:51:38,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10457,400 EAST TREMONT AVENUE,EAST TREMONT AVENUE,WEBSTER AVENUE,PARK AVENUE,WEBSTER AVENUE,PARK AVENUE,ADDRESS,BRONX,EAST TREMONT AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 08:51:41 AM,06 BRONX,15.0,Precinct 48,2029000059.0,BRONX,"1,011,704","248,116",PHONE,Unspecified,BRONX,,,,,,,,40.84765348711,-73.90076866866,POINT (-73.900768668663 40.847653487114),2026,4,2026.0,4.0
68675262,2026-04-15 22:20:33,2026-04-16 10:37:05,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,11222,711 MANHATTAN AVENUE,MANHATTAN AVENUE,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,MANHATTAN AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 10:37:09 AM,01 BROOKLYN,33.0,Precinct 94,3026190024.0,BROOKLYN,"997,553","203,738",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.72588044308,-73.95200473467,POINT (-73.952004734673 40.725880443078),2026,4,2026.0,4.0
68679771,2026-04-15 22:12:12,2026-04-16 02:46:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10011,64 WEST 9 STREET,WEST 9 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST 9 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 02:46:26 AM,02 MANHATTAN,2.0,Precinct 6,1005720010.0,MANHATTAN,"984,612","206,694",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73400393568,-73.99869379814,POINT (-73.998693798141 40.734003935682),2026,4,2026.0,4.0
68679740,2026-04-15 22:04:59,2026-04-15 22:50:00,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11368,37-10 114 STREET,114 STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,CORONA,114 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 10:50:03 PM,03 QUEENS,21.0,Precinct 115,4017820019.0,QUEENS,"1,024,769","214,296",MOBILE,Unspecified,QUEENS,,,,,,,,40.75477669107,-73.8537499381,POINT (-73.853749938098 40.754776691073),2026,4,2026.0,4.0
68673767,2026-04-15 21:55:17,2026-04-16 02:19:35,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10019,158 WEST 55 STREET,WEST 55 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST 55 STREET,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 02:19:37 AM,05 MANHATTAN,6.0,Precinct 18,1010070061.0,MANHATTAN,"989,715","217,592",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76391451831,-73.98027182606,POINT (-73.980271826057 40.763914518313),2026,4,2026.0,4.0
68679768,2026-04-15 21:47:52,2026-04-15 23:26:04,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11220,373 68 STREET,68 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,68 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 11:26:07 PM,10 BROOKLYN,47.0,Precinct 68,3058540047.0,BROOKLYN,"977,568","170,884",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63571116501,-74.0240750967,POINT (-74.024075096702 40.635711165013),2026,4,2026.0,4.0
68684214,2026-04-15 21:46:38,2026-04-15 22:05:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10019,1680 BROADWAY,BROADWAY,WEST 52 STREET,WEST 53 STREET,WEST 52 STREET,WEST 53 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 10:05:49 PM,05 MANHATTAN,3.0,Precinct 18,1010240038.0,MANHATTAN,"988,958","217,271",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76303389159,-73.98300475486,POINT (-73.983004754862 40.763033891586),2026,4,2026.0,4.0
68681245,2026-04-15 21:45:27,2026-04-15 22:42:54,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10039,206 WEST 148 STREET,WEST 148 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST 148 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 10:42:56 PM,10 MANHATTAN,9.0,Precinct 32,1020330038.0,MANHATTAN,"1,001,331","239,421",PHONE,Unspecified,MANHATTAN,,,,,,,,40.82381439162,-73.93828356817,POINT (-73.938283568168 40.823814391624),2026,4,2026.0,4.0
68682754,2026-04-15 21:32:39,2026-04-16 12:44:35,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11215,882 UNION STREET,UNION STREET,8 AVENUE,GRAND ARMY PLAZA OVAL,8 AVENUE,GRAND ARMY PLAZA OVAL,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:44:38 PM,06 BROOKLYN,39.0,Precinct 78,3010667502.0,BROOKLYN,"991,935","184,552",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67322602256,-73.97229554201,POINT (-73.972295542014 40.673226022558),2026,4,2026.0,4.0
68673772,2026-04-15 21:24:51,2026-04-16 11:25:08,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11217,700 PACIFIC STREET,PACIFIC STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 11:25:11 AM,08 BROOKLYN,35.0,Precinct 78,3011287501.0,BROOKLYN,"991,906","187,725",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68193521519,-73.97239648259,POINT (-73.972396482591 40.68193521519),2026,4,2026.0,4.0
68679767,2026-04-15 21:14:56,2026-04-15 22:09:47,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11215,882 UNION STREET,UNION STREET,8 AVENUE,GRAND ARMY PLAZA OVAL,8 AVENUE,GRAND ARMY PLAZA OVAL,ADDRESS,BROOKLYN,UNION STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 10:09:49 PM,06 BROOKLYN,39.0,Precinct 78,3010667502.0,BROOKLYN,"991,935","184,552",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67322602256,-73.97229554201,POINT (-73.972295542014 40.673226022558),2026,4,2026.0,4.0
68675267,2026-04-15 20:55:44,2026-04-16 00:32:17,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11377,58-12 QUEENS BOULEVARD,QUEENS BOULEVARD,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,WOODSIDE,QUEENS BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 12:32:20 AM,02 QUEENS,26.0,Precinct 108,4023137501.0,QUEENS,"1,009,943","209,558",ONLINE,Unspecified,QUEENS,,,,,,,,40.74182759186,-73.90728123889,POINT (-73.907281238887 40.741827591863),2026,4,2026.0,4.0
68676745,2026-04-15 20:36:44,2026-04-16 00:26:14,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11215,882 UNION STREET,UNION STREET,8 AVENUE,GRAND ARMY PLAZA OVAL,8 AVENUE,GRAND ARMY PLAZA OVAL,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/16/2026 12:26:17 AM,06 BROOKLYN,39.0,Precinct 78,3010667502.0,BROOKLYN,"991,935","184,552",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67322602256,-73.97229554201,POINT (-73.972295542014 40.673226022558),2026,4,2026.0,4.0
68681288,2026-04-15 20:34:52,2026-04-15 20:56:51,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,11236,5905 SHORE PARKWAY,SHORE PARKWAY,BELT PARKWAY EXIT 13 WESTBOUND,EAST 102 STREET,BELT PARKWAY EXIT 13 WESTBOUND,EAST 102 STREET,ADDRESS,BROOKLYN,SHORE PARKWAY,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 08:56:56 PM,18 BROOKLYN,46.0,Precinct 69,3083290225.0,BROOKLYN,"1,015,934","169,244",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63115557006,-73.8858510176,POINT (-73.885851017602 40.631155570057),2026,4,2026.0,4.0
68681280,2026-04-15 20:32:29,2026-04-16 02:44:22,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,10017,885 2 AVENUE,2 AVENUE,EAST 47 STREET,EAST 48 STREET,EAST 47 STREET,EAST 48 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 02:44:27 AM,06 MANHATTAN,4.0,Precinct 17,1013210022.0,MANHATTAN,"992,629","213,687",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75319401101,-73.96975740742,POINT (-73.969757407419 40.753194011005),2026,4,2026.0,4.0
68678227,2026-04-15 20:03:10,2026-04-16 05:04:15,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Park/Playground,10036,641 WEST 41 STREET,WEST 41 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST 41 STREET,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/16/2026 05:04:22 AM,04 MANHATTAN,3.0,Precinct 10,1010890001.0,MANHATTAN,"984,099","216,494",MOBILE,,MANHATTAN,,,,,,,,40.76090247862,-74.00054507219,POINT (-74.000545072192 40.760902478619),2026,4,2026.0,4.0
68676746,2026-04-15 19:30:45,2026-04-15 20:28:32,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10025,316 WEST 97 STREET,WEST 97 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST 97 STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/15/2026 08:28:36 PM,07 MANHATTAN,7.0,Precinct 24,1018870031.0,MANHATTAN,"991,694","229,314",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79608686096,-73.97311482147,POINT (-73.973114821474 40.796086860959),2026,4,2026.0,4.0
68684217,2026-04-15 19:24:02,2026-04-16 01:00:25,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,10021,351 EAST 74 STREET,EAST 74 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST 74 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:00:28 AM,08 MANHATTAN,5.0,Precinct 19,1014490020.0,MANHATTAN,"996,383","219,673",PHONE,Unspecified,MANHATTAN,,,,,,,,40.76961968707,-73.95619717334,POINT (-73.956197173342 40.769619687071),2026,4,2026.0,4.0
68678222,2026-04-15 19:22:30,2026-04-15 22:49:57,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11375,118-10 QUEENS BOULEVARD,QUEENS BOULEVARD,78 AVENUE,78 CRESCENT,78 AVENUE,78 CRESCENT,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/15/2026 10:49:59 PM,06 QUEENS,29.0,Precinct 112,4033470024.0,QUEENS,"1,030,804","199,810",PHONE,Unspecified,QUEENS,,,,,,,,40.71498654987,-73.83206737982,POINT (-73.832067379816 40.714986549875),2026,4,2026.0,4.0
68673768,2026-04-15 19:10:49,2026-04-16 01:00:25,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,House of Worship,10021,351 EAST 74 STREET,EAST 74 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST 74 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/16/2026 01:00:28 AM,08 MANHATTAN,5.0,Precinct 19,1014490020.0,MANHATTAN,"996,383","219,673",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76961968707,-73.95619717334,POINT (-73.956197173342 40.769619687071),2026,4,2026.0,4.0
